Participant_Name_PrimaryOrganization,Participant_Name_SubordinateOrganization,Participant_ID,Org_Level,Type,Sub_Type,City,ZIP_Code,Delaying_Exchange_until_2026,Request_for_Information,Information_Delivery,Requests_for_Notifications_of_ADT_Events,Own_Technology_URL,Own_Technology_Email,Own_Technology_Phone,Date_DSA_Terminated,Date_Operations_Ceased
Alameda Health System,Alameda Hospital,DXF000791,Sub,Acute Care Settings,General acute care hospital,Alameda,94501-4399,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,Alameda Hospital - South Shore Convalescent,DXF000793,Sub,Subacute Care Facility,Skilled nursing facility,Alameda,94501-5711,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,Park Bridge Rehabilitation and Wellness Center,DXF000794,Sub,Subacute Care Facility,Skilled nursing facility,Alameda,94501-1503,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,Alameda Health Medical Group,DXF001432,Sub,Ambulatory Care Settings,Medical group,San Leandro,94578,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,Eastmont Wellness,DXF001434,Sub,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),Oakland,94605,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,Hayward Wellness,DXF001437,Sub,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),Hayward,94545,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,Newark Wellness,DXF001438,Sub,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),Newark,94560,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,Highland Wellness,DXF001440,Sub,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),Oakland,94602,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,Alameda Hospital Clinical Laboratory,DXF001568,Sub,Ancillary Care,Clinical laboratory,Alameda,94501,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,Highland Hospital Clinical Laboratory,DXF001569,Sub,Ancillary Care,Clinical laboratory,Oakland,94602,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,Eastmont Wellness Center Clinical Laboratory,DXF001570,Sub,Ancillary Care,Clinical laboratory,Oakland,94605,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,Newark Wellness Center Clinical Laboratory,DXF001572,Sub,Ancillary Care,Clinical laboratory,Newark,94560,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,John George Psychiatric Hospital Clinical Laboratory,DXF001573,Sub,Ancillary Care,Clinical laboratory,San Leandro,94578,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,Fairmont Hospital Clinical Laboratory,DXF001574,Sub,Ancillary Care,Clinical laboratory,San Leandro,94578,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,San Leandro Hospital Clinical Laboratory,DXF001575,Sub,Ancillary Care,Clinical laboratory,San Leandro,94578,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,Highland Hospital Sterile Compounding Pharmacy,DXF001581,Sub,Pharmacy,not selected,Oakland,94602,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,Highland Care Pavilion Sterile Compounding Pharmacy,DXF001582,Sub,Pharmacy,not selected,Oakland,94602,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,Highland Hospital Pharmacy,DXF001583,Sub,Pharmacy,not selected,Oakland,94602,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,Highland Hospital Outpatient Pharmacy,DXF001584,Sub,Pharmacy,not selected,Oakland,94602,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,Alameda Hospital Sterile Compounding Pharmacy,DXF001585,Sub,Pharmacy,not selected,Alameda,94501,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,Alameda Hospital Pharmacy,DXF001588,Sub,Pharmacy,not selected,Alameda,94501,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,San Leandro Hospital Sterile Compounding Pharmacy,DXF001589,Sub,Pharmacy,not selected,San Leandro,94578,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,San Leandro Hospital Pharmacy,DXF001590,Sub,Pharmacy,not selected,San Leandro,94578,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,Fairmont Hospital Pharmacy,DXF001591,Sub,Pharmacy,not selected,San Leandro,94578,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,John George Psychiatric Pavilion Pharmacy,DXF001593,Sub,Pharmacy,not selected,San Leandro,94578,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alameda Health System,Highland Hospital Substance Abuse Program,DXF001595,Sub,Ambulatory Care Settings,Substance use disorder treatment clinic,Oakland,94602,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alan Schneider,none identified,DXF000327,Primary,not selected,not selected,Newport Beach,92663,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Albion Medical Partners of California west, P.C.",none identified,DXF001626,Primary,Ancillary Care,Other ancillary care provider,Artesia,90702-0275,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA
"Alcoholism Center For Women, Inc.",none identified,DXF002913,Primary,Community-Based Organizations,Other community-based service provider,Los Angeles,90006,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alden Terrace Convalescent Hospital,none identified,DXF004199,Primary,Acute Care Settings,Other acute care setting,Los Angeles,90006,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Aleph Psychological Associates, dba The Clinic",none identified,DXF002804,Primary,Ambulatory Care Settings,Independent practice associations,San Francisco,94117,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alex Harrison MD Inc.,none identified,DXF000718,Primary,Ambulatory Care Settings,Physician practice,Santa Maria,93454,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA
Alexander Valley Healthcare,none identified,DXF003328,Primary,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),Cloverdale,95425,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Algos, Inc. a Medical Corporation",none identified,DXF002064,Primary,Ambulatory Care Settings,Medical group,Pasadena,91103,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Algos, Inc. a Medical Corporation",Synovation Medical Group,DXF002111,Sub,Ancillary Care,Clinical laboratory,Pasadena,91103,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alicia Surgery Center,none identified,DXF005186,Primary,Ambulatory Care Settings,Medical group,Laguna Hills,92653,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Alisa L. Williams, MD, Inc",none identified,DXF002440,Primary,Ambulatory Care Settings,Independent practice associations,San Diego,92120,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
All Care Living Home Inc,none identified,DXF004600,Primary,Subacute Care Facility,Skilled nursing facility,Sherman Oaks,91401,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"All Care Medical Group, Inc.",none identified,DXF004872,Primary,Intermediaries,Health Information Exchange Intermediary Organization (HIO),Downey,90239,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"All For Health, Health For All INC",none identified,DXF001450,Primary,Community-Based Organizations,Other community-based service provider,Glendale,91205,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"All Inclusive Medical Services, Inc.",none identified,DXF000981,Primary,Ambulatory Care Settings,Physician practice,Carmichael,95608-0400,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
All United Medical Group IPA,none identified,DXF002093,Primary,Ambulatory Care Settings,Independent practice associations,Colton,92324,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Alla Skalnyi MD, Inc.",none identified,DXF001318,Primary,Ambulatory Care Settings,Physician practice,Burlingame,94010,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Allcare Family,none identified,DXF001667,Primary,Ambulatory Care Settings,Medical group,Norco,92860,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Allcare Family,Allcare Family Clinic,DXF001680,Sub,Ambulatory Care Settings,Medical group,Norco,92860,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Allcare Family,Allcare Family Medical Group,DXF001681,Sub,Ambulatory Care Settings,Medical group,Buena Park,90621,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Allergy and Asthma Specialist Doctors, Inc.",none identified,DXF002950,Primary,Ambulatory Care Settings,Physician practice,Glendale,91202,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Allergy and Asthma Treatment Center,none identified,DXF002949,Primary,Ambulatory Care Settings,Physician practice,Glendale,91202,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alliance Medical Center,none identified,DXF002196,Primary,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),HEALDSBURG,95488,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Allied Health Solutions Medical Group, A Professional Corporation",none identified,DXF003654,Primary,Ambulatory Care Settings,Medical group,Inglewood,90301,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
All-Inclusive Community Health Center,none identified,DXF004003,Primary,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),Burbank,91504,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Almaden Health and Rehabilitation Center,none identified,DXF005129,Primary,Plans,Other plan,San Jose,95124,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alpha J. Anders MD Inc.,none identified,DXF001476,Primary,Community-Based Organizations,Other community-based service provider,Bakersfield,93303-2809,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alpine County Health Department,none identified,DXF000063,Primary,not selected,not selected,Markleeville,96120,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Alpine Orthopaedic Medical Group Inc,none identified,DXF000487,Primary,Ambulatory Care Settings,Physician practice,Stockton,95204,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Alta Los Angeles Hospitals, Inc.",none identified,DXF003950,Primary,not selected,not selected,Culver City,90232,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Alta Los Angeles Hospitals, Inc.",Los Angeles Community Hospital,DXF003952,Sub,Acute Care Settings,General acute care hospital,Los Angeles,90023,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Alta Los Angeles Hospitals, Inc.",Norwalk Community Hospital,DXF003954,Sub,Acute Care Settings,General acute care hospital,Norwalk,90650,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Alta Los Angeles Hospitals, Inc.",Los Angeles Community Hospital at Bellflower,DXF003956,Sub,Acute Care Settings,General acute care hospital,Bellflower,90706,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Alta Newport Hospital, LLC",none identified,DXF003948,Primary,not selected,not selected,Culver City,90232,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Alta Newport Hospital, LLC",Foothill Regional Medical Center,DXF003953,Sub,Acute Care Settings,General acute care hospital,Tustin,92780,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"AltaMed Health Network, Inc.",none identified,DXF002399,Primary,Plans,Health care service plans and disability insurer,Montebello,90640,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
AltaMed Health Services Corporation,none identified,DXF000345,Primary,Acute Care Settings,Other acute care setting,Los Angeles,90024,No,Carequality,Carequality,OTHER,NA,NA,NA,NA,NA
Altura Centers for Health,none identified,DXF000635,Primary,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),tulare,93274,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA
Alzheimer's Los Angeles,none identified,DXF003631,Primary,Community-Based Organizations,Continuum of Care organization (CoC),Los Angeles,90010,No,SELF,SELF,SELF,https://alzla.org,bschaefer@alzla.org,6508239952,NA,NA
Amalfi Hospice Care Inc,none identified,DXF001193,Primary,Community-Based Organizations,Other community-based service provider,San Bernardino,92408,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Ambry Genetics Corporation,none identified,DXF004015,Primary,Ancillary Care,Clinical laboratory,ALISO VIEJO,92656,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Ambulatory Surgery Access Coalition dba Operation Access,none identified,DXF003278,Primary,Community-Based Organizations,Other community-based service provider,San Francisco,94108,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
AME MEDICAL GROUP,none identified,DXF004541,Primary,Ambulatory Care Settings,Urgent care,Downey,902422306,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
American Bio-Clinical Laboratories,none identified,DXF003927,Primary,Ancillary Care,Clinical laboratory,Los Angeles,90031,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
American Bio-Clinical Laboratories,none identified,DXF005090,Primary,Ancillary Care,Clinical laboratory,Los Angeles,90031,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"American Choice Healthcare, LLC",none identified,DXF001882,Primary,Intermediaries,Other intermediary,Miami Lakes,33016,Yes,Manifest MedEx,Manifest MedEx,NOT APPLICABLE,NA,NA,NA,NA,NA
American TrueCare,none identified,DXF002588,Primary,Community-Based Organizations,Other community-based service provider,San Diego,92111,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"AMG, A Professional Medical Corporation",none identified,DXF004597,Primary,Ambulatory Care Settings,Physician practice,Alhambra,91801,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Ampla Health,none identified,DXF001723,Primary,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),Yuba City,95991,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Ampla Health,none identified,DXF002819,Primary,Community-Based Organizations,Other community-based service provider,Yuba City,95991,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
AMVI Care Health Network,none identified,DXF005026,Primary,Ambulatory Care Settings,Independent practice associations,"Orange, CA 92868",92868,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
AMVI Medical Group,none identified,DXF005004,Primary,Ambulatory Care Settings,Independent practice associations,Orange,92868,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
AMVI Medical Group,AMVI Care Health Network,DXF005005,Sub,Ambulatory Care Settings,Independent practice associations,Orange,92868,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Amy Tran, M.D.",none identified,DXF005476,Primary,Ambulatory Care Settings,Physician practice,Long Beach,90808,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Amy Tran, M.D.","Amy Tran, M.D.",DXF005477,Sub,Ambulatory Care Settings,Physician practice,Long Beach,90808,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"An Elegant Sufficiency, A Psychological Corporation",none identified,DXF005599,Primary,Ancillary Care,Other ancillary care provider,Tracy,95376,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Anabi Medical,none identified,DXF000070,Primary,Ambulatory Care Settings,not selected,Pomona,91767,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Anaheim Community Hospital,none identified,DXF004010,Primary,Acute Care Settings,General acute care hospital,Anaheim,92804,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Anaheim Global Medical Center,none identified,DXF003944,Primary,Acute Care Settings,General acute care hospital,Anaheim,92805,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Anaheim Global Medical Center,Anaheim Global Lab,DXF003973,Sub,Ancillary Care,Clinical laboratory,Santa Ana,92704,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Anderson Valley Health Center,none identified,DXF002879,Primary,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),Boonville,95415,No,SacValley MedShare,SacValley MedShare,SacValley MedShare,NA,NA,NA,NA,NA
Anderson Valley Health Center,none identified,DXF005562,Primary,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),Boonville,95415,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Andre Yousefia MD Inc.,none identified,DXF002273,Primary,Emergency Medical Service Providers,not selected,Thousand Oaks,91360,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Andrew Imparato inc,none identified,DXF000206,Primary,Ambulatory Care Settings,not selected,Fullerton,92835,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Anesthesia Provider Group, Inc.",none identified,DXF002116,Primary,Ambulatory Care Settings,Medical group,Pasadena,91103,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Anesthesia Service Medical Group, Inc.",none identified,DXF000045,Primary,Ambulatory Care Settings,not selected,San Diego,92123,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Anesthesia Specialists of Orange County, Inc",none identified,DXF004072,Primary,Acute Care Settings,General acute care hospital,Anaheim,92801,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Angel Care Hospice of Arcadia,none identified,DXF004608,Primary,Community-Based Organizations,Other community-based service provider,Arcadia,91006,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Angel Medical Group,none identified,DXF004894,Primary,Ambulatory Care Settings,Independent practice associations,Los Angeles,90057,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Angeles Del Sol ADHC,none identified,DXF003575,Primary,Community-Based Organizations,Other community-based service provider,Diamond Bar,91792,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"ANGELES IPA, A MEDICAL CORPORATION",none identified,DXF004721,Primary,Ambulatory Care Settings,Independent practice associations,Cypress,90630-0063,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Anil K Patel MD,none identified,DXF004331,Primary,Ambulatory Care Settings,Physician practice,Visalia,93277,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Anita Carmen Choy,none identified,DXF000286,Primary,Ambulatory Care Settings,not selected,Palo Alto,94304,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
